RPPS,Nom,Prenom,FINESS,RaisonSociale,Commune,LibCommune,CodePostal,Specialite,Etablissement
810002750262,SOU,GILBERT,,CABINET DU DR GILBERT SOU,33138,Coutras,33230,Spécialiste en Médecine Générale,non
810002818531,BOISVERT,MARIE,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810002773132,LEBORGNE,MAX,,CABINET DU DR MAX LEBORGNE,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100552594,SOUDANT,NATHALIE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002763208,SARDINHA,MARIA-LISETTE,,CABINET DU DR MARIA-LISETTE SARDINHA,33249,Lormont,33310,Spécialiste en Médecine Générale,non
810100751618,GIAUME,MARIE,330802356,CENTRE DEPARTEMENTAL PMI,33063,Bordeaux,33074,Spécialiste en Médecine Générale,oui
810002766276,ABADIE,RAFFAELLA,,CABINET DU DR RAFFAELLA ABADIE,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002006632,BLOT,FRANCOISE,,CENTRE DE GESTION DE LA FONCTION PUBLIQUE TERRITORIALE DE LA GIRONDE,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810002823549,ORTIZ,SEBASTIEN,,CABINET DU DR SEBASTIEN ORTIZ,33081,Cadillac,33410,Spécialiste en Médecine Générale,non
810100154599,HERPE,SOPHIE,330780719,KORIAN HAUTERIVE,33119,Cenon,33150,Spécialiste en Médecine Générale,oui
810002772282,LAJZEROWICZ,NATHALIE,330000332,HOPITAL SUBURBAIN DU BOUSCAT,33069,Le Bouscat,33491,Spécialiste en Médecine Générale,oui
810100872356,NG YUK SHING,JANIE,,CABINET DU DR FABRICE ROBIN,33272,Marsas,33620,Spécialiste en Médecine Générale,non
810005169981,LOPEZ-GODBERT,ADELINE,330780354,POLYCLINIQUE BORDEAUX-CAUDERAN,33063,Bordeaux,33200,Spécialiste en Médecine Générale,oui
810100548063,BECHEREAU,FRANCK,,SELARL POLE D'IMAGERIE MEDICALE DU BASSIN D'ARCACHON,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810002767688,GRAFFEUIL,ERIC,,CABINET DU DR ERIC GRAFFEUIL,33273,Martignas-sur-Jalle,33127,Spécialiste en Médecine Générale,non
810002775319,AHOUANDJINOU,JOSEPH,,CABINET DU DR JOSEPH AHOUANDJINOU,33505,La Sauve,33670,Spécialiste en Médecine Générale,non
810100137305,THET,PIERRE-FRANCOIS,,CABINET DU DR PIERRE-FRANCOIS THET,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810101150133,WIET,ANNE-SOPHIE,330000639,CH CHARLES PERRENS,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100610566,AVLESSI,BRICE,,CABINET DU DR BRICE AVLESSI,33485,Sainte-Terre,33350,Spécialiste en Médecine Générale,non
810100518520,METTE,MARION,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100936961,USANDIZAGA,CAROLE,,CABINET DU DR CAROLE USANDIZAGA,33046,Bernos-Beaulac,33430,Spécialiste en Médecine Générale,non
810002760212,LE DELAIZIR,JEAN-LUC,,CABINET DU DR JEAN-LUC LE DELAIZIR,33039,Bègles,33130,Spécialiste en Médecine Générale,non
810002767050,DUCOS,JEAN-LOUIS,,CABINET DU DR JEAN-LOUIS DUCOS,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810100786937,ABED,ISMAHENE,,CABINET DU DR ISMAHENE ABED,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810100217776,PARISOT,SEBASTIEN,,CABINET DU DR SEBASTIEN PARISOT,33550,Villenave-d'Ornon,33140,Spécialiste en Médecine Générale,non
810002745882,LORANS,PATRICE,,CABINET DU DR PATRICE LORANS,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810101035771,VINCENT,YVES-MARIE,,CABINET DU DR CATHERINE DUPONT-BISCAYE,33337,Preignac,33210,Spécialiste en Médecine Générale,non
810004397278,ROUGIE,CATHERINE,,CABINET DU DR CATHERINE ROUGIE,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810100163954,BOULET,AURELIE,,CABINET DU DR AURELIE BOULET,33213,La Brède,33650,Spécialiste en Médecine Générale,non
810002755170,BOISNIER,ALAIN,,CABINET DU DR ALAIN BOISNIER,33213,La Brède,33650,Spécialiste en Médecine Générale,non
810100923597,TREFEIL,ELSA,330780719,KORIAN HAUTERIVE,33119,Cenon,33150,Spécialiste en Médecine Générale,oui
810100327443,CAFFIOT,ETIENNE,330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,33243,Libourne,33505,Spécialiste en Médecine Générale,oui
810002812658,CHASSAGNE,FABRICE,,CABINET DU DR FABRICE CHASSAGNE,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100151165,HENRY,THIBAUD,,CABINET DU DR THIBAUD HENRY,33527,Le Teich,33470,Spécialiste en Médecine Générale,non
810002818929,BEGUERIE,XAVIER,,CABINET DU DR XAVIER BEGUERIE,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002819810,GHATTAS,JAMAL,,CABINET DU DR JAMAL GHATTAS,33249,Lormont,33310,Spécialiste en Médecine Générale,non
810100033231,DESCHOUWER-FAURET,MARYLINE,,CABINET DU DR MARYLINE DESCHOUWER-FAURET,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002757648,BALERE,ROGER,,CABINET DU DR ROGER BALERE,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810100189520,HUBERT,VINCENT,,CABINET DU DR VINCENT HUBERT,33009,Arcachon,33120,Spécialiste en Médecine Générale,non
810100278604,RONDOT,AGATHE,330780537,CENTRE MEDICO-CHIRURGICAL WALLERSTEIN,33011,Arès,33740,Spécialiste en Médecine Générale,oui
810100727691,TELLIER,ERIC,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810004025143,HOURREGUE,THOMAS,,CABINET DU DR THOMAS HOURREGUE,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810002812401,MARCHAL,CECILE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Neurologie,oui
810100508471,LESTIN,LAURIANE,330780495,CLINIQUE MUTUALISTE DU MEDOC,33240,Lesparre-Médoc,33340,Spécialiste en Médecine Générale,oui
810100207900,BAULLARD,LORRAINE,,CABINET DU DR LORRAINE BAULLARD,33226,Langoiran,33550,Spécialiste en Médecine Générale,non
810100840668,VIDOUTA,AURORE,,CABINET DU DR AURORE VIDOUTA,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810005181523,LABROUASSE,JULIEN,,CABINET DU DR JULIEN LABROUASSE,33090,Canéjan,33610,Spécialiste en Médecine Générale,non
810100706042,MODRIN,FLORIAN,,CABINET DU DR FLORIAN MODRIN,33363,Sadirac,33670,Spécialiste en Médecine Générale,non
810002762192,BONNET,JEROME-PIERRE,,CABINET DU DR JEROME-PIERRE BONNET,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810100298768,CABANTOUS,TXOMIN,330789991,EFS AQLI - SITE PELLEGRIN 1,33063,Bordeaux,33035,Spécialiste en Médecine Générale,oui
810100565760,GRANDGEORGE,LEA,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100030047,RAKOTONDRASOA,SANDRA,,CABINET DU DR SANDRA RAKOTONDRASOA,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810100561678,DESCAMPS,JULIEN,,MEDECINS DU SPORT ASSOCIES,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810100333391,DALY,FLORENT,,CABINET DU DR FLORENT DALY,33122,Cestas,33610,Spécialiste en Médecine Générale,non
810100599926,DJERDI,MADJID,,CABINET DU DR MADJID DJERDI,33063,Bordeaux,33200,Neurologie,non
810100036887,LAVAUD,OLIVIER,,CABINET DU DR OLIVIER LAVAUD,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810100212678,GAUNELLE,ARNAUD,,CABINET DU DR ARNAUD GAUNELLE,33249,Lormont,33310,Spécialiste en Médecine Générale,non
810002743622,ROCHE,ALBERT,,CABINET DU DR ALBERT ROCHE,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810002828381,SUDRE,ESTELLE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100706331,FABRIS,ANNE,,CABINET DU DR ANNE FABRIS,33322,Le Pian-Médoc,33290,Spécialiste en Médecine Générale,non
810002772613,SMIRANI,HASSINE,,CABINET DU DR HASSINE SMIRANI,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002819042,BORAUD-DUFOUR,ARABELLE,330000332,HOPITAL SUBURBAIN DU BOUSCAT,33069,Le Bouscat,33491,Spécialiste en Médecine Générale,oui
810002913902,JOUANNET,FABIENNE,330000662,INSTITUT BERGONIE,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002810181,SCHMIDT,MICHEL,,CABINET DU DR MICHEL SCHMIDT,33227,Langon,33210,Spécialiste en Médecine Générale,non
810002776697,ADAM,ANNE-SOPHIE,,CABINET DU DR ANNE-SOPHIE ADAM,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002819950,VANDAMME,LAURENT,,CABINET DU DR LAURENT VANDAMME,33523,Targon,33760,Spécialiste en Médecine Générale,non
810100548063,BECHEREAU,FRANCK,330058413,R2 GIRONDE - IRM,33318,Pessac,33600,Spécialiste en Médecine Générale,oui
810004411707,CHEVROT,GUILLAUME,,CABINET DU DR GUILLAUME CHEVROT,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810100272441,BROUSSIN,PIERRE,330780040,NOUVELLE CLINIQUE BEL AIR,33063,Bordeaux,33073,Spécialiste en Médecine Générale,oui
810002768876,JOURDE,PHILIPPE,,CABINET DU DR PHILIPPE JOURDE,33202,Hostens,33125,Spécialiste en Médecine Générale,non
810002822103,VIVENSANG,ERIC,,CABINET DU DR ERIC VIVENSANG,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100559193,SYMPHOR,MARIE-ANNABEL,,CABINET DU DR MARIE-ANNABEL SYMPHOR,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810002753803,BOUSQUET,JEAN-JACQUES,,CABINET DU DR JEAN-JACQUES BOUSQUET,33003,Ambarès-et-Lagrave,33440,Spécialiste en Médecine Générale,non
810100137271,PERELLE,VINCENT,,CABINET DU DR VINCENT PERELLE,33226,Langoiran,33550,Spécialiste en Médecine Générale,non
810002816600,HONEGGER,FREDERIQUE,,CABINET DU DR FREDERIQUE HONEGGER,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002761673,DUCHE,BERNARD,,CABINET DU DR BERNARD DUCHE,33522,Talence,33400,Neurologie,non
810002827912,MEURGEY,FREDERIC,,CABINET DU DR FREDERIC MEURGEY,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810002753134,DAUT,MICHELE,,CABINET DU DR MICHELE DAUT,33192,Gradignan,33170,Spécialiste en Médecine Générale,non
810100529808,NEHRING-LAVOCAT,EMMA,330780529,CLINIQUE MUTUALISTE DE PESSAC,33318,Pessac,33608,Spécialiste en Médecine Générale,oui
810100974053,ALLAHOUM,ANNE-CHARLOTTE,,CABINET DU DR ANNE-CHARLOTTE ALLAHOUM,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002747250,ESTEVE,ALAIN,330020819,EHPAD LE MOULIN DE JEANNE,33433,Saint-Loubès,33450,Spécialiste en Médecine Générale,oui
810002816352,NEAU,CAROLE,,CABINET DU DR CAROLE NEAU,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002815792,MANTOULAN,OLIVIER,,CABINET DU DR OLIVIER MANTOULAN,33195,Grignols,33690,Spécialiste en Médecine Générale,non
810002758422,AGUERRE,CATHERINE,,CABINET DU DR CATHERINE AGUERRE,33167,Floirac,33270,Spécialiste en Médecine Générale,non
810002768637,MAUGEIN,VERONIQUE,,CABINET DU DR VERONIQUE MAUGEIN,33290,Montagne,33570,Spécialiste en Médecine Générale,non
810003855060,HARDY,MAXIME,,CABINET DU DR MAXIME HARDY,33249,Lormont,33310,Neurologie,non
810002765666,PERRUC,FRANCOIS,,CABINET DU DR FRANCOIS PERRUC,33293,Montussan,33450,Spécialiste en Médecine Générale,non
810002749314,TRUONG,MANH DUNG,,CABINET DU DR MANH DUNG TRUONG,33529,La Teste-de-Buch,33260,Spécialiste en Médecine Générale,non
810002777786,JANVIER,YVES-MARIE,,CABINET DU DR YVES-MARIE JANVIER,33167,Floirac,33270,Spécialiste en Médecine Générale,non
810100911022,PATRY,JULIEN,330000555,CENTRE HOSPITALIER D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810001658789,SAINTE-CATHERINE,DIDIER,,CABINET DU DR DIDIER SAINTE-CATHERINE,33104,Castelnau-de-Médoc,33480,Spécialiste en Médecine Générale,non
810002767514,NESPOULOUS,DIDIER,,CABINET DU DR DIDIER NESPOULOUS,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810100137396,WIELANEK-BACHELET,ANNE-CECILE,,CABINET DU DR ANNE-CECILE WIELANEK-BACHELET,33522,Talence,33400,Neurologie,non
810002776283,LARRIEU,JEAN-MARIE,,CABINET DU DR JEAN-MARIE LARRIEU,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810100792208,NGUYEN,THANH-THANITH,,CABINET DU DR THANH-THANITH NGUYEN,33081,Cadillac,33410,Spécialiste en Médecine Générale,non
810002770955,JARREAU-PAGES,ELISABETH,,CABINET DU DR ELISABETH JARREAU-PAGES,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810004032255,FIGUE,JEAN-BAPTISTE,,CABINET DU DR JEAN-BAPTISTE FIGUE,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810002774890,COQUIBUS,ODILE,,CABINET DU DR ODILE COQUIBUS,33318,Pessac,33600,Neurologie,non
810002753522,WINTER,JEAN-PIERRE,,CABINET DU DR JEAN-PIERRE WINTER,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002769015,BOUTINEAU,HERVE,,CABINET DU DR HERVE BOUTINEAU,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810100908002,CONTAU-DRUGEON,GAELLE,,CABINET DU DR GAELLE CONTAU-DRUGEON,33397,Sainte-Eulalie,33560,Spécialiste en Médecine Générale,non
810004081948,CHALVIGNAC,ALEXIS,,CABINET DU DR ALEXIS CHALVIGNAC,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002763992,MENUDIER,MARC-FRANCOIS,,CABINET DU DR MARC-FRANCOIS MENUDIER,33063,Bordeaux,33100,Spécialiste en Médecine Générale,non
810002812880,DURIEUX,WILLIAM,,CABINET DU DR WILLIAM DURIEUX,33175,Frontenac,33760,Spécialiste en Médecine Générale,non
810001609774,COURDILLE,LAURE,,CABINET DU DR LAURE COURDILLE,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002757903,PERISSE,ERIC,,CABINET DU DR ERIC PERISSE,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810002775822,MAURAIN,PIERRE-HENRI,,CABINET DU DR PIERRE-HENRI MAURAIN,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810100356491,MAGNAN,GUILLAUME,,CABINET DU DR GUILLAUME MAGNAN,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810003738167,VERHOEFF,THIERRY,,CABINET DU DR THIERRY VERHOEFF,33193,Grayan-et-l'Hôpital,33590,Spécialiste en Médecine Générale,non
810003849576,LE,FRANCOISE,330025628,EHPAD RESIDENCE AIME CESAIRE,33063,Bordeaux,33300,Spécialiste en Médecine Générale,oui
810002752169,LAGUENY,ALAIN,330783648,HOPITAL HAUT-LEVEQUE - CHU,33318,Pessac,33604,Neurologie,oui
810100615573,RASSAT,MAGALIE,,CABINET DU DR MAGALIE RASSAT,33366,Saint-André-de-Cubzac,33240,Spécialiste en Médecine Générale,non
810002814092,CHELLE,HERVE,,CABINET DU DR HERVE CHELLE,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810100318715,GUEZOU,ISEULT,,CABINET DU DR ISEULT GUEZOU,33318,Pessac,33600,Spécialiste en Médecine Générale,non
810100361640,DE MOURA SALGADO,NELLY,,CABINET DU DR NELLY DE MOURA SALGADO,33333,Le Porge,33680,Spécialiste en Médecine Générale,non
810002751542,REVERDITO,MICHEL,,CABINET DU DR MICHEL REVERDITO,33402,Sainte-Foy-la-Grande,33220,Spécialiste en Médecine Générale,non
810002773751,MASSIOT,HELENE,,CABINET DU DR HELENE MASSIOT,33351,Reignac,33860,Spécialiste en Médecine Générale,non
810100417434,DAUCHEZ,DOMITILLE,,CABINET DU DR DOMITILLE DAUCHEZ,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810005184048,DUPERRIEU,JULIEN,,CABINET DU DR JULIEN DUPERRIEU,33417,Sainte-Hélène,33480,Spécialiste en Médecine Générale,non
810100178556,TANG,CAROLINE,330780743,CSSR CHÂTEAUNEUF,33238,Léognan,33850,Spécialiste en Médecine Générale,oui
810100648236,BOUZAT,BENJAMIN,,CABINET DU DR GUILLAUME DUDAY,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810005185052,NADO,SEBASTIEN,,CABINET DU DR SOFIAN JAADOUNI,33063,Bordeaux,33082,Spécialiste en Médecine Générale,non
810100216570,PERNIN-DELANNOY,EULALIE,,CABINET DU DR EULALIE PERNIN-DELANNOY,33199,Gujan-Mestras,33470,Spécialiste en Médecine Générale,non
810004397088,ASPECT,SEVERINE,,CABINET DU DR SEVERINE ASPECT,33167,Floirac,33270,Spécialiste en Médecine Générale,non
810005164388,TOURDIAS,DAMIEN,330000589,CH SUD GIRONDE - SITE LANGON,33227,Langon,33212,Spécialiste en Médecine Générale,oui
810002765906,MAUTRAS,ALBERT,330015728,EHPAD JACQUELINE AURIOL,33478,Saint-Seurin-sur-l'Isle,33660,Spécialiste en Médecine Générale,oui
810002762135,SURAUD,EVELYNE,,CABINET DU DR EVELYNE SURAUD,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002757127,MATHIEU,OLIVIER,330802976,EHPAD PARC DU BEQUET,33039,Bègles,33130,Spécialiste en Médecine Générale,oui
810005061147,HOUESSOU,EMILIE,,CABINET DU DR EMILIE HOUESSOU,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810100356517,BONINSEGNI,PAULINE,,CABINET DU DR PAULINE BONINSEGNI,33081,Cadillac,33410,Spécialiste en Médecine Générale,non
810100441822,DELBAST,GUILLAUME,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002820792,MURCOTT,OLIVIER,,CABINET DU DR OLIVIER MURCOTT,33063,Bordeaux,33077,Spécialiste en Médecine Générale,non
810002742954,GRIMAL,JEAN-PIERRE,,CABINET DU DR JEAN-PIERRE GRIMAL,33394,Saint-Émilion,33330,Spécialiste en Médecine Générale,non
810002770401,BOURGES-DUHAMEL,MONIQUE,,CABINET DU DR MONIQUE BOURGES-DUHAMEL,33281,Mérignac,33700,Spécialiste en Médecine Générale,non
810002765237,AUDY,HELENE,,CABINET DU DR HELENE AUDY,33056,Blanquefort,33290,Spécialiste en Médecine Générale,non
810100853513,BOUVIL,ALEXIA,,CABINET DU DR PIERRE-FRANCOIS THET,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810002777810,TAVEAUX,GILLA,,CABINET DU DR GILLA TAVEAUX,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100189496,MESLI,BAHIA,330000555,CENTRE HOSPITALIER D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810100634749,KHOV,EMELINE,,CABINET DU DR EMELINE KHOV,33494,Salaunes,33160,Spécialiste en Médecine Générale,non
810100221646,NOUGUES,EMMA,330000340,M.S.P.BX. BAGATELLE,33522,Talence,33401,Spécialiste en Médecine Générale,oui
810004412093,DAMIAN,AMELIA,330792672,ESPACE SANTE ETUDIANTS,33318,Pessac,33600,Spécialiste en Médecine Générale,oui
810002754975,KHOURI,VINCENT,,CABINET DU DR VINCENT KHOURI,33236,Lège-Cap-Ferret,33950,Spécialiste en Médecine Générale,non
810100162816,BERTRAND,THOMAS,,CABINET DU DR THOMAS BERTRAND,33243,Libourne,33500,Spécialiste en Médecine Générale,non
810100330645,DE MONTALEMBERT,EDOUARD,,CABINET DU DR EDOUARD DE MONTALEMBERT,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810003945788,VAILHE,PHILIPPE,,CABINET DU DR PHILIPPE VAILHE,33236,Lège-Cap-Ferret,33950,Spécialiste en Médecine Générale,non
810100840221,LEMOINE,STEPHEN,330000555,CENTRE HOSPITALIER D'ARCACHON,33529,La Teste-de-Buch,33164,Spécialiste en Médecine Générale,oui
810002760675,ETESSE,JEAN-PASCAL,,CABINET DU DR JEAN-PASCAL ETESSE,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810005171334,ALY-BULLIER,FLORENCE,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810002772191,RESILLOT,LAURENCE,,CABINET DU DR LAURENCE RESILLOT,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002744992,RUIZ,RAPHAEL,,CABINET DU DR RAPHAEL RUIZ,33449,Saint-Médard-en-Jalles,33160,Spécialiste en Médecine Générale,non
810002777216,GAINARD,JEAN-PAUL,,CABINET DU DR JEAN-PAUL GAINARD,33009,Arcachon,33120,Spécialiste en Médecine Générale,non
810100126159,MULLER,EILIKA,,CABINET DU DR EILIKA MULLER,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100065324,JAULAIN,ALEXANDRE,,CABINET DU DR ALEXANDRE JAULAIN,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100271922,JEANNEAU,DAMIEN,330780255,CLINIQUE CHIRURGICALE DU LIBOURNAIS,33243,Libourne,33500,Spécialiste en Médecine Générale,oui
810100099281,YALI,MATTHIEU,330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,33063,Bordeaux,33076,Spécialiste en Médecine Générale,oui
810100177814,LAZARE,PIERRE,,CABINET DU DR PIERRE LAZARE,33195,Grignols,33690,Spécialiste en Médecine Générale,non
810100630770,MARGARIDO,JOSE,,CABINET DU DR JOSE MARGARIDO,33039,Bègles,33130,Spécialiste en Médecine Générale,non
810002743788,BRANGE,JEAN-FRANCOIS,,CABINET DU DR JEAN-FRANCOIS BRANGE,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810002757416,GEAUGEAIS,BRIGITTE,,CABINET DU DR BRIGITTE GEAUGEAIS,33498,Salles,33770,Spécialiste en Médecine Générale,non
810002814472,POPOT,STEPHANE,330780321,CLINIQUE BETHANIE,33522,Talence,33400,Spécialiste en Médecine Générale,oui
810101134822,PECHER,JEAN,,CABINET DU DR JEAN PECHER,33203,Hourtin,33990,Spécialiste en Médecine Générale,non
810002763885,LEGLISE,BRUNO,,CABINET DU DR BRUNO LEGLISE,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810003746616,DUFOIS,OLIVIER,330000597,CH SUD GIRONDE - SITE LA REOLE,33352,La Réole,33192,Spécialiste en Médecine Générale,oui
810002754744,GLEDINE,CHRISTIAN,,CABINET DU DR CHRISTIAN GLEDINE,33108,Castillon-la-Bataille,33350,Spécialiste en Médecine Générale,non
810002756137,OTTAVIANI,FRANCOIS,,CABINET DU DR FRANCOIS OTTAVIANI,33063,Bordeaux,33200,Spécialiste en Médecine Générale,non
810100687069,ADJOVI,ANNE-SOPHIE,,CABINET DU DR ANNE-SOPHIE ADJOVI,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810003849501,BAMEUL,FRANCK,,CABINET DU DR FRANCK BAMEUL,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810100896413,JULIEN,AMAURY,,CABINET DU DR AMAURY JULIEN,33162,Eysines,33320,Spécialiste en Médecine Générale,non
810002758158,PALAZOT,JEAN-LUC,,CABINET DU DR JEAN-LUC PALAZOT,33039,Bègles,33130,Spécialiste en Médecine Générale,non
810004614680,FOUBERT-SAMIER,ALEXANDRA,330783648,HOPITAL HAUT-LEVEQUE - CHU,33318,Pessac,33604,Neurologie,oui
810100154953,DUBRASQUET,ARNAUD,,CABINET DU DR HERVE BIOULAC,33063,Bordeaux,33100,Spécialiste en Médecine Générale,non
810002761046,MA-FAT,JEAN-LUNG,,CABINET DU DR JEAN-LUNG MA-FAT,33119,Cenon,33150,Spécialiste en Médecine Générale,non
810004086897,ZELY,STEPHANIE,,CABINET DU DR STEPHANIE ZELY,33069,Le Bouscat,33110,Spécialiste en Médecine Générale,non
810002758224,CAZADE,JEAN-MICHEL,,CABINET DU DR JEAN-MICHEL CAZADE,33555,Marcheprime,33380,Spécialiste en Médecine Générale,non
810002766052,MALFANT,FREDERIC,,CABINET DU DR FREDERIC MALFANT,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810100858330,GUIMARAES,DEBORAH,,CABINET DU DR DEBORAH GUIMARAES,33322,Le Pian-Médoc,33290,Spécialiste en Médecine Générale,non
810004417142,PLOUARD,AURELIE,,CABINET DU DR AURELIE PLOUARD,33268,Margaux,33460,Spécialiste en Médecine Générale,non
810100925964,PEREZ,SOPHIE,,CABINET DU DR SOPHIE PEREZ,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810100202745,BARET,EMILIE,330802356,CENTRE DEPARTEMENTAL PMI,33063,Bordeaux,33074,Spécialiste en Médecine Générale,oui
810100401974,SPRIET,AUDREY,330780529,CLINIQUE MUTUALISTE DE PESSAC,33318,Pessac,33608,Spécialiste en Médecine Générale,oui
810002763257,LOUBET-LATOUR,JEAN-PIERRE,,CABINET DU DR JEAN-PIERRE LOUBET-LATOUR,33063,Bordeaux,33800,Spécialiste en Médecine Générale,non
810002750999,PLOUX,PIERRE-YVES,,CABINET DU DR PIERRE-YVES PLOUX,33051,Biganos,33380,Spécialiste en Médecine Générale,non
810101153525,SALAUN,PIERRE,330781352,HOPITAL SAINT-ANDRE - CHU,33063,Bordeaux,33075,Spécialiste en Médecine Générale,oui
810100433894,LAMBERT,FABIEN,330057654,KORIAN LES FLOTS,33522,Talence,33400,Spécialiste en Médecine Générale,oui
810002768264,PERRIN,XAVIER,,CABINET DU DR XAVIER PERRIN,33504,Sauternes,33210,Spécialiste en Médecine Générale,non
810002773389,GEORGE,FRANCOISE,,CABINET DU DR FRANCOISE GEORGE,33063,Bordeaux,33000,Spécialiste en Médecine Générale,non
810002755105,GRIMARD,ERIC,,CABINET DU DR ERIC GRIMARD,33433,Saint-Loubès,33450,Spécialiste en Médecine Générale,non
810100631117,DI LORENZO-KAS,CAROLINE,,CABINET DU DR CAROLINE DI LORENZO-KAS,33063,Bordeaux,33300,Spécialiste en Médecine Générale,non
810002761657,COLOTTE,HUBERT,,CABINET DU DR HUBERT COLOTTE,33199,Gujan-Mestras,33470,Spécialiste en Médecine Générale,non
810002762713,DUPORTE,PIERRE,,DOCTEUR DUPORTE,33046,Bernos-Beaulac,33430,Spécialiste en Médecine Générale,non
810002743077,HENRY,CHRISTIAN,,CABINET DU DR CHRISTIAN HENRY,33352,La Réole,33190,Spécialiste en Médecine Générale,non
